"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23"
"CMG099C",0.0773435928289859,-0.0122082739103053,0.0917872076385159,0.0716415359063594,0.0275052412278113,0.124452170476933,-0.0851597537662097,-0.0134441008234928,0.0269725440088996,-0.00456246174394063,-0.0159672777356964,0.0269705560277961,0.0277946874131323,-0.00851805279396147,0.0562107752256469,0.0312394264405883,-0.00774599563437884,0.0213379507962398,0.0320339066146777,-0.0454436069766026,0.0147705591670401,-0.124860223583649,0.00547551199131888
"CMJ101C",0.0462979512991621,0.107430077848423,-0.0335070447739516,0.0623040798992784,-0.0544853593083346,-0.0305978923193749,-0.0882898139508542,-0.0609941449030414,0.14153461690648,-0.0031518814130971,0.049015832526384,-0.168072907219416,0.120168657290141,0.112980496432754,-0.0641773430037836,0.0594337021654424,-0.0331106830820373,-0.0558975592284424,0.0241968161432432,0.0685137351134732,0.0169003935644998,-0.0721719487011759,0.0135787243392353
"CML168C",0.0724559191256058,-0.0468040088853975,0.0839564077639187,-0.0197376182380061,-0.0708945212493826,0.071557576926696,0.0557608221011667,-0.0476499570665142,0.0470825437569531,-0.0639894836253551,-0.0230661790924265,0.0257521547030271,-0.0197701270923622,-0.0496075076859234,-0.0116470034520571,-0.00270152754727838,-0.102676936153518,0.00276038583482091,0.0352104914696114,0.0777407053603665,-0.0104478011921386,-0.0737293567301799,-0.00854687471076445
"CMR218C",-0.0458978726403523,0.0898361358375383,0.094094138775165,-0.0677930998203622,-0.0394246334620089,-0.0056981325566264,-0.0742737933997256,0.00653859769709217,-0.0312275550431203,-0.0434447507151523,-0.0271754231605572,0.0276054835491416,0.0606753687317687,0.00896805593934754,-0.0188589511391776,-0.0529358439181039,-0.0119669673618602,0.0237853756581328,0.0424567759494886,-0.0724704197426902,0.0244691480389559,-0.00771824564903021,-0.0580794486990341
"CMP358C",0.07082838979109,0.057874559583807,0.010778206628694,0.0448761843163233,0.143097662706005,-0.00382451531699688,-0.024615522977641,-0.0678446899157602,0.0304414857911735,0.00244580915447931,-0.0452560134613982,-0.136827459081179,0.0460762630960787,0.0438286470016689,-0.0173159210465369,0.0302178332595359,0.0827823660769954,-0.0428714008056181,-0.075317888096501,-0.0354591994929482,0.0634571750616645,0.0410965521482497,0.0192104665481626
"CML261C",0.0676680518584953,-0.0761359933870536,0.0324038818086194,-0.0262224398267454,-0.0473095531941,-0.074249113934689,0.0441729502008515,-0.0383655922835537,-0.0304203427798538,0.00668370244107776,0.0154360070893126,-0.0100044034393138,0.0330830860132616,-0.0888722024604542,-0.0364507399885194,-0.0202764527199313,-0.0245604984239618,-0.0436689439957771,-0.01947026872159,-0.0396106296531275,-0.0385231650841522,-0.00131237088491986,-0.0471650096859772
"CMB023C",0.046074206117866,0.106943997216635,-0.0296430338933997,0.0395738423799623,-0.0122562054198143,0.0696623341983137,-0.0251005884792617,0.0205696893742718,-0.00212608658631869,0.0436838777555085,-0.00128237179957144,-0.0126984989811124,0.0240961677406801,0.026469865765199,0.00168998521487408,-0.0202909873211615,0.0252194515780576,0.0225512006966298,-0.00731535941529119,0.000748400466965719,-0.00913077118002334,-0.0298623971053809,-0.0516449856955618
"CMN019C",0.0209194410884334,0.105215188278708,-0.0806344584853688,0.0585874800578339,-0.0113879074713129,0.179464900092404,-0.0587046735495165,0.012796238457788,-0.0829231423283899,0.00734755338932894,-0.00927124086552673,0.0107703988365015,0.0106390449814751,-0.109666899134804,0.00720430912443953,-0.00333471439298484,-0.0425121749633599,-0.0187854710028065,0.0466198235534375,0.0323155668225816,0.0160912674103132,0.002338107968209,-0.106296679280804
"CML080C",0.0748310761057997,-0.054821342642592,0.0335960392021943,0.005840743987187,-0.00824787722975153,-0.047684975628035,0.0233317730256338,-0.000974945167945033,0.0338486146420674,-0.0107019317799588,-0.0097511595217212,-0.00930193351463099,0.0266025993607757,-0.0851706171096069,0.0133404499735815,-0.0573115920528558,-0.0438394939788146,-0.0523719802630148,-0.0311281285845676,0.0127968207889325,0.0990700264509526,-0.0423464429926669,0.0392698202334526
"CML065C",0.0713564876331121,-0.0335675902081732,0.0779687904040104,-0.0117205632735166,0.0401113315791477,0.0256281271085336,-0.0573291227764382,0.0184082675525554,0.0264940779805776,0.0803899435895317,0.04126172904562,0.0365009881276843,0.0614412257059385,-0.110930936992724,-0.0257086231728698,0.00253185867473381,0.0140444519668716,-0.0255817107163739,0.0670782079969916,0.0172276700742633,0.0414759929371265,-0.0418851879475596,0.0474495671616555
"CMO126C",0.0626285313262742,0.0470128510827016,0.0609240213945485,-0.0933743978936109,-0.0668079502981027,-0.0715244766805199,0.0735278112683005,0.0230357232530571,0.00720134261537363,0.0163388603845564,-0.0564742415011269,0.0419236089106163,0.0520098072610935,-0.0504263978957779,-0.0464357442961435,-0.0751146042518469,-0.0432892529986193,0.0619117088255108,-0.0642645595042895,-0.101135118032468,-0.0242424456367542,0.0178072923680117,0.0330975446881666
"CMS444C",-0.0686600307726982,0.0403777219510856,0.0792822680142126,-0.00178992363181475,-0.00298281390296012,-0.0503853238818143,-0.0168704588123514,0.0182357559082735,-0.00655726667210294,-0.00272843793182968,-0.00650883971755951,0.000545294742836188,0.00613522240096867,0.00914110726719703,0.0147498656305741,-0.0185623300610808,0.00502167675790481,-0.0323393851667041,-0.00980657118445785,-0.00623752976025289,-0.0185375949847246,-0.0101116861848979,-0.0319556419323131
"CMI288C",0.0749466849331909,0.0262889219394047,0.00126572190818117,-0.0576685869562375,-0.0680587444153295,-0.0241254063163334,0.0492167520067927,0.00696214752345088,0.0127988219398038,0.0209058881541402,-0.0356676918157995,0.0209116051979401,-0.00413049580610333,0.037886375982438,0.00243047599024,-0.101134113140196,-0.0163326541144338,0.0229490345400186,0.0399441323718781,-0.0770832099424698,-0.0292522305213942,-0.00886278906830377,-0.00517610831513249
"CMN051C",0.0753655743742361,0.0258924076774514,0.0311151223446952,-0.0471815643242048,0.00843186232063737,0.0669936755409723,0.035014000558097,-0.0510167517815612,0.0603687131298085,-0.0358568685115933,-0.0944705298729907,0.00945525090405165,0.0694389011664146,-0.0343954061953465,0.0395512491944047,-0.00914312786002435,0.052830182242045,-0.0263777501946592,-0.0269028077303083,0.068825152080723,0.0531151990971741,0.0486788420693648,-0.00422719592701041
"CMN082C",0.0162842912029407,0.0656132886940518,0.150553694416465,0.0321894304620724,0.0210187576882912,0.0369232475821767,-0.0312373205207612,0.00284565615827447,-0.00359288742414416,-0.0189035231762526,-0.0244146305869118,-0.0374532426061133,0.0156420089575576,0.0218112537512281,0.0348646826375068,-0.0126613833782095,0.0440836619470859,0.0112425657506916,0.0219112662531126,-0.0487347699509181,0.0197561892727131,-0.0561371800891754,-0.0376024604779112
"CMT163C",-0.0182360357876026,0.11438964642042,0.0157792993169831,-0.00631034311588694,0.0417206929654988,0.0198574041984204,-0.0252478598543168,0.0105889653143833,-0.0261566629905395,-0.00682525363203986,0.01085234016115,-0.0152392723791361,0.0396934687486172,-0.0445774036397786,-0.0104587720751587,0.0281429357254694,0.0361624554199487,-0.024146731431048,-0.00609649905733685,-0.00616238718177347,0.0289285850264015,-0.0122595540668649,-0.0458630084863911
"CMK161C",0.0786094921816627,0.00377504550002089,0.0224752961648029,-0.0330642764010647,0.0128578930515764,-0.00517117655319215,0.0463706709550142,0.0144675767864255,0.0490790895990931,0.00108727569465081,0.0020871401993971,-0.00206212965310126,0.0470204508001242,0.0377530549808879,-0.0512478531235891,0.00998880050775053,0.0409167497973241,-0.0390621532371529,-0.0655007967434633,-0.0209423714345815,0.0696314743858909,-0.0326645795863209,0.00538398824614643
"CMD025C",0.0709924901514662,0.0162949082101283,-0.00714513583695603,-0.0947130700280373,-0.0758268078186552,-0.026788198839133,0.0391660079263323,-0.0170402778882899,0.00546200665192171,-0.0294293598914267,-0.0180419138893829,0.0270679317211412,-0.0491811042468618,0.0197645818798847,0.00299173351263167,-0.051379036857954,-0.0349755116197405,0.0210174276593609,0.0020927237614824,-0.0510095539037256,-0.0276270280616905,-0.0164618588122848,0.0215245869240454
"CMS043C",0.0407658252230047,0.0893875112147679,-0.0608287021289875,0.0351273772269916,-0.0242036611111119,0.103759057097857,-0.00885878338871736,0.0319731661913145,-0.0148939111713167,0.000418192550451322,-0.00865543933142051,-0.00351142572478459,-0.010514681254215,-0.0707137016008566,0.00418682592565906,-0.00805082630084217,-0.0192664129194945,-0.0110588088757314,0.00513416929230176,0.00825295113144717,0.000640511914659674,-0.0069866971303214,-0.00924446222883306
"CMT073C",0.0585067958255848,-0.0477910485909889,0.0852962553449322,-0.0612193142498244,-0.0155218992393535,0.0719395336804702,0.0192481448178824,0.0329627950735993,0.0594097126114233,-0.0705788476976779,-0.000445859665223412,-0.0301621834700842,0.0296846857595076,-0.0128359899931442,-0.00497688725992786,0.0405719404379067,-0.0402315420427354,0.0197153624897746,0.0345783433173382,0.0286779449735506,-0.0301359828501344,-0.0267668832265963,-0.0647748663439975
"CMN326C",0.0717298989945146,-0.0273526887550039,0.0499501284404708,-0.0267642395197906,0.0449497887296371,-0.027993907092516,0.0439497603706037,-0.000198885495676855,0.0840751934602083,-0.00623944834051009,0.0276344910384862,-0.0264436655298694,0.0375566010113032,-0.0122092881513284,0.00323642147639009,-0.040672310915757,-0.078611554475212,0.00404258795527856,-0.0446119880659398,0.0286723822239073,0.0274163719611301,0.0219294220241887,0.0283949218638062
"CMK150C",-0.0774125747709813,-0.00603087100199661,0.0109746091568603,0.00728032938964424,-0.00822854322551428,0.0171781703588194,0.0312420822292842,-0.0673005541108386,0.0635218462173683,0.0325661741335219,0.025186095347686,0.029198705930941,0.0243459717000214,-0.0242483207876997,0.0094715311388424,-0.0459333370236849,-0.0258542307501971,0.056654350126007,0.0121767194880537,-0.015069662932391,0.0231526071304575,-0.0193748325282077,-0.0638434505818663
"CMA134C",0.0330071836481263,0.0925300219624243,-0.0563569965241742,0.0536401738758211,-0.0235308083618137,0.0996668021643214,-0.00936223259788198,-0.00499241960832032,-0.0477110665089513,0.0224635946187155,0.0285354110376879,0.00879912539801251,-0.026643552072958,-0.0706153184956714,0.0097880841415186,-0.0297498528310219,-0.030205682920985,-0.00596232200240881,0.0255527330282621,0.0207181201938461,0.00436234427390257,-0.002926871671674,0.0366851087777642
"CMG021C",0.0255258861928877,0.0945371119602876,-0.0397641673293216,-0.0324001105152549,0.110121715666817,-0.093534578685016,0.0727191921339624,0.0217942504341965,-0.0435753225435428,0.0531649588509288,0.00659740427089407,0.0432875097326828,-0.000930633661375021,-0.0672573164752408,0.0301798228273631,-0.0758350616956425,0.0832058855257213,-0.0327001678944445,-0.0642475833347194,0.0297480005297677,0.0137134620819623,-0.0533384627334491,-0.00696672121151032
"CMI187C",-0.0413520924827452,0.0685770148186834,0.0972484151712237,0.0433086169981116,-0.0515071035762187,0.0247949168073722,-0.0450783780198296,-0.0129288513755501,-0.0316772759278744,0.0159605278865539,-0.0126279052200743,0.0192066280588821,0.0488742316677855,0.0201145613007045,0.00967549680178613,-0.0162280070815417,0.0158217877991946,-0.0413286406406758,-0.0216142645483434,0.0280609324830999,0.0175286800448754,-0.0269389512184532,-0.0203307478746537
"CMP356C",0.0664005770619527,0.0234432086635415,-0.00627267209072327,-0.0982703900134088,-0.0708473559709288,-0.0404979664684351,0.0269585065368053,-0.0118326322547154,-0.00201709510346534,-0.0175097659202883,-0.0157291504869283,0.0338032275614447,-0.00836678236716385,-0.0147485872158624,0.0509361289764642,-0.0377435258585266,-0.0215726395609431,0.0110448493210214,-0.0367569185331932,-0.0342803057117753,0.0201727070291076,0.0177788935274163,-0.0369014191846581
"CMC037C",-0.0593356914118485,0.0525080541679822,0.071789880915081,0.0206939168505828,-0.0237775000673182,-0.03466929238359,-0.0126507576789566,-0.012825174848132,-0.037618224816277,-0.00525364099876397,0.0143097893126425,0.0304303991181274,0.0123172818966795,-0.0135736848549612,-0.0071419039006352,-0.00545082500460937,0.00705065730243921,-0.0200075153882691,-0.0167292404159965,-0.020885287533088,-0.00754758549336274,0.0326770756136337,-0.058603809562006
"CMT333C",0.0572406267034168,0.0262715063534049,0.00373184678946485,0.0464791110106246,0.137937630063757,-0.102054287596965,-0.138695070820389,-0.164828023008217,-0.0621431308981983,-0.0621535489991235,-0.272923194530684,0.353048086496576,-0.0369238929862852,0.0322179520007105,-0.156353197455951,0.107617061534636,-0.119496353371627,-0.0150563457678025,0.00762564858836203,0.102961125078935,0.0450581855249919,-0.0242179991100285,-0.00588304147184885
"CMT019C",0.046963628343392,0.0776819526997524,-0.045961089423669,0.0265697933509609,-0.0228716939106502,0.127690982178894,-0.0433219746770016,-0.00482521208795034,-0.0210760594633926,-0.00238238081349767,0.0124642881957476,-0.0228542631700333,-0.00599166652808532,-0.0374562652952125,-0.00867533094878474,0.0130374543777797,-0.00429552001207987,-0.0273810145596607,0.0273403013446806,0.0394975635333368,0.0109144803368508,0.0129751298097882,0.0353511780135902
"CMK010C",0.0550776178998799,-0.0659747331327186,0.0120726856539024,-0.0353680711196223,0.0931419591142702,-0.0349637622549462,-0.0194121377004867,0.00978759545672604,-0.0640480185958183,0.00700080528425305,0.00678984986296979,-0.0693554810446054,0.0606579594730714,-0.064816070743986,-0.0143644503351667,-0.0619914341022567,-0.00996014167083623,-0.0220940730194497,0.0217981946196921,-0.0341669797444744,-0.0492000917943719,-0.0211577185544352,0.0505265948379432
"CME102C",0.0653913711488727,-0.0147531978284497,0.0488140006795661,-0.0626503819289786,0.0614218232549714,0.103473299370469,-0.0351499493093288,0.0867913924086999,0.00700557737563973,-0.0152099045483104,-0.0471311378554941,0.000590051296657688,-0.0241843627431839,0.00134053169222451,0.110855445760211,0.000355650841418195,-0.0109075530700204,0.0611441965843971,-0.0434144975042668,0.0913615374142203,-0.054774009309045,-0.0743900334639996,0.0385320144374214
"CMO066C",0.0495913368207331,0.0527874229803151,5.42743486717741e-05,0.0673427036682593,0.147949267062808,-0.058583832908109,-0.0728313892699136,-0.00454645508164303,0.0866265509715063,0.0679875401610786,0.0557425336580431,0.0537813189716583,0.0658939154272056,0.0229348442814099,0.106421178821831,0.0209090897277966,-0.0688901610680582,-0.0159476573906455,-0.036387329951048,0.0654115589926493,0.12031927569931,0.0631213851974145,0.0454596193469241
